GRCODE,GRNAME,AccidentYear,DevelopmentYear,DevelopmentLag,IncurLoss,CumPaidLoss,BulkLoss,EarnedPremDIR,EarnedPremCeded,EarnedPremNet,Single,PostedReserve97,LOB
16446,Farmers Ins Co of Flemington,1991,1992,2,1392,332,478,3788,2539,1249,1,4375,othliab
16446,Farmers Ins Co of Flemington,1991,1993,3,1422,599,290,3788,2539,1249,1,4375,othliab
16446,Farmers Ins Co of Flemington,1991,1994,4,1571,877,315,3788,2539,1249,1,4375,othliab
16446,Farmers Ins Co of Flemington,1991,1995,5,1492,1186,188,3788,2539,1249,1,4375,othliab
16446,Farmers Ins Co of Flemington,1991,1996,6,1333,1291,0,3788,2539,1249,1,4375,othliab
16446,Farmers Ins Co of Flemington,1991,1997,7,1440,1293,21,3788,2539,1249,1,4375,othliab
16446,Farmers Ins Co of Flemington,1992,1992,1,1574,95,1182,3194,1861,1333,1,4375,othliab
16446,Farmers Ins Co of Flemington,1992,1993,2,1164,366,375,3194,1861,1333,1,4375,othliab
16446,Farmers Ins Co of Flemington,1992,1994,3,1532,647,477,3194,1861,1333,1,4375,othliab
16446,Farmers Ins Co of Flemington,1992,1995,4,1481,864,314,3194,1861,1333,1,4375,othliab
16446,Farmers Ins Co of Flemington,1992,1996,5,1254,1106,0,3194,1861,1333,1,4375,othliab
16446,Farmers Ins Co of Flemington,1992,1997,6,1350,1217,40,3194,1861,1333,1,4375,othliab
16446,Farmers Ins Co of Flemington,1993,1993,1,2165,77,1742,3266,2006,1260,1,4375,othliab
16446,Farmers Ins Co of Flemington,1993,1994,2,757,311,459,3266,2006,1260,1,4375,othliab
16446,Farmers Ins Co of Flemington,1993,1995,3,1174,481,241,3266,2006,1260,1,4375,othliab
16446,Farmers Ins Co of Flemington,1993,1996,4,889,839,201,3266,2006,1260,1,4375,othliab
16446,Farmers Ins Co of Flemington,1993,1997,5,973,913,158,3266,2006,1260,1,4375,othliab
16446,Farmers Ins Co of Flemington,1994,1994,1,443,63,506,2797,1751,1046,1,4375,othliab
16446,Farmers Ins Co of Flemington,1994,1995,2,943,249,617,2797,1751,1046,1,4375,othliab
16446,Farmers Ins Co of Flemington,1994,1996,3,743,449,262,2797,1751,1046,1,4375,othliab
16446,Farmers Ins Co of Flemington,1994,1997,4,979,636,194,2797,1751,1046,1,4375,othliab
16446,Farmers Ins Co of Flemington,1995,1995,1,1309,47,1218,2302,607,1695,1,4375,othliab
16446,Farmers Ins Co of Flemington,1995,1996,2,1317,168,794,2302,607,1695,1,4375,othliab
16446,Farmers Ins Co of Flemington,1995,1997,3,1314,262,703,2302,607,1695,1,4375,othliab
16446,Farmers Ins Co of Flemington,1996,1996,1,1163,64,856,2499,912,1587,1,4375,othliab
16446,Farmers Ins Co of Flemington,1996,1997,2,1151,213,555,2499,912,1587,1,4375,othliab
16446,Farmers Ins Co of Flemington,1997,1997,1,1387,35,1189,2383,615,1768,1,4375,othliab
16748,Elevators Mut Ins Co,1988,1988,1,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1988,1989,2,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1988,1990,3,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1988,1991,4,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1988,1992,5,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1988,1993,6,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1988,1994,7,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1988,1995,8,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1988,1996,9,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1988,1997,10,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1989,1989,1,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1989,1990,2,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1989,1991,3,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1989,1992,4,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1989,1993,5,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1989,1994,6,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1989,1995,7,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1989,1996,8,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1989,1997,9,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1990,1990,1,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1990,1991,2,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1990,1992,3,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1990,1993,4,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1990,1994,5,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1990,1995,6,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1990,1996,7,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1990,1997,8,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1991,1991,1,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1991,1992,2,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1991,1993,3,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1991,1994,4,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1991,1995,5,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1991,1996,6,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1991,1997,7,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1992,1992,1,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1992,1993,2,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1992,1994,3,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1992,1995,4,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1992,1996,5,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1992,1997,6,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1993,1993,1,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1993,1994,2,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1993,1995,3,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1993,1996,4,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1993,1997,5,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1994,1994,1,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1994,1995,2,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1994,1996,3,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1994,1997,4,0,0,0,0,0,0,1,15,othliab
16748,Elevators Mut Ins Co,1995,1995,1,0,0,1,2,3,-1,1,15,othliab
16748,Elevators Mut Ins Co,1995,1996,2,0,0,0,2,3,-1,1,15,othliab
16748,Elevators Mut Ins Co,1995,1997,3,0,0,0,2,3,-1,1,15,othliab
16748,Elevators Mut Ins Co,1996,1996,1,15,0,15,55,28,27,1,15,othliab
16748,Elevators Mut Ins Co,1996,1997,2,6,0,6,55,28,27,1,15,othliab
16748,Elevators Mut Ins Co,1997,1997,1,9,0,9,64,32,32,1,15,othliab
16799,Wayne Mut Ins Co,1988,1988,1,37,3,4,152,78,74,1,91,othliab
16799,Wayne Mut Ins Co,1988,1989,2,48,9,4,152,78,74,1,91,othliab
16799,Wayne Mut Ins Co,1988,1990,3,40,40,0,152,78,74,1,91,othliab
16799,Wayne Mut Ins Co,1988,1991,4,40,40,0,152,78,74,1,91,othliab
16799,Wayne Mut Ins Co,1988,1992,5,40,40,0,152,78,74,1,91,othliab
16799,Wayne Mut Ins Co,1988,1993,6,40,40,0,152,78,74,1,91,othliab
16799,Wayne Mut Ins Co,1988,1994,7,40,40,0,152,78,74,1,91,othliab
16799,Wayne Mut Ins Co,1988,1995,8,40,40,0,152,78,74,1,91,othliab
16799,Wayne Mut Ins Co,1988,1996,9,40,40,0,152,78,74,1,91,othliab
16799,Wayne Mut Ins Co,1988,1997,10,40,40,0,152,78,74,1,91,othliab
16799,Wayne Mut Ins Co,1989,1989,1,21,15,0,154,78,76,1,91,othliab
16799,Wayne Mut Ins Co,1989,1990,2,27,19,2,154,78,76,1,91,othliab
16799,Wayne Mut Ins Co,1989,1991,3,32,20,6,154,78,76,1,91,othliab
16799,Wayne Mut Ins Co,1989,1992,4,24,20,1,154,78,76,1,91,othliab
16799,Wayne Mut Ins Co,1989,1993,5,42,27,3,154,78,76,1,91,othliab
16799,Wayne Mut Ins Co,1989,1994,6,41,27,3,154,78,76,1,91,othliab
16799,Wayne Mut Ins Co,1989,1995,7,59,59,0,154,78,76,1,91,othliab
16799,Wayne Mut Ins Co,1989,1996,8,59,59,0,154,78,76,1,91,othliab
16799,Wayne Mut Ins Co,1989,1997,9,59,59,0,154,78,76,1,91,othliab
16799,Wayne Mut Ins Co,1990,1990,1,7,3,2,152,69,83,1,91,othliab
16799,Wayne Mut Ins Co,1990,1991,2,17,3,13,152,69,83,1,91,othliab
16799,Wayne Mut Ins Co,1990,1992,3,4,3,0,152,69,83,1,91,othliab
16799,Wayne Mut Ins Co,1990,1993,4,3,3,0,152,69,83,1,91,othliab
16799,Wayne Mut Ins Co,1990,1994,5,4,4,0,152,69,83,1,91,othliab
16799,Wayne Mut Ins Co,1990,1995,6,4,4,0,152,69,83,1,91,othliab
16799,Wayne Mut Ins Co,1990,1996,7,4,4,0,152,69,83,1,91,othliab
16799,Wayne Mut Ins Co,1990,1997,8,4,4,0,152,69,83,1,91,othliab
16799,Wayne Mut Ins Co,1991,1991,1,63,17,31,140,68,72,1,91,othliab
16799,Wayne Mut Ins Co,1991,1992,2,54,38,13,140,68,72,1,91,othliab
16799,Wayne Mut Ins Co,1991,1993,3,40,38,2,140,68,72,1,91,othliab
16799,Wayne Mut Ins Co,1991,1994,4,38,38,0,140,68,72,1,91,othliab
16799,Wayne Mut Ins Co,1991,1995,5,38,38,0,140,68,72,1,91,othliab
16799,Wayne Mut Ins Co,1991,1996,6,38,38,0,140,68,72,1,91,othliab
16799,Wayne Mut Ins Co,1991,1997,7,38,38,0,140,68,72,1,91,othliab
16799,Wayne Mut Ins Co,1992,1992,1,93,7,36,151,74,77,1,91,othliab
16799,Wayne Mut Ins Co,1992,1993,2,129,14,30,151,74,77,1,91,othliab
16799,Wayne Mut Ins Co,1992,1994,3,129,37,8,151,74,77,1,91,othliab
16799,Wayne Mut Ins Co,1992,1995,4,116,68,5,151,74,77,1,91,othliab
16799,Wayne Mut Ins Co,1992,1996,5,68,68,0,151,74,77,1,91,othliab
16799,Wayne Mut Ins Co,1992,1997,6,68,68,0,151,74,77,1,91,othliab
16799,Wayne Mut Ins Co,1993,1993,1,47,7,22,154,70,84,1,91,othliab
16799,Wayne Mut Ins Co,1993,1994,2,47,10,30,154,70,84,1,91,othliab
16799,Wayne Mut Ins Co,1993,1995,3,47,10,32,154,70,84,1,91,othliab
16799,Wayne Mut Ins Co,1993,1996,4,10,10,0,154,70,84,1,91,othliab
16799,Wayne Mut Ins Co,1993,1997,5,10,10,0,154,70,84,1,91,othliab
16799,Wayne Mut Ins Co,1994,1994,1,43,15,16,157,90,67,1,91,othliab
16799,Wayne Mut Ins Co,1994,1995,2,47,20,9,157,90,67,1,91,othliab
16799,Wayne Mut Ins Co,1994,1996,3,27,27,0,157,90,67,1,91,othliab
16799,Wayne Mut Ins Co,1994,1997,4,27,27,0,157,90,67,1,91,othliab
16799,Wayne Mut Ins Co,1995,1995,1,87,5,11,155,50,105,1,91,othliab
16799,Wayne Mut Ins Co,1995,1996,2,61,55,2,155,50,105,1,91,othliab
16799,Wayne Mut Ins Co,1995,1997,3,62,61,1,155,50,105,1,91,othliab
16799,Wayne Mut Ins Co,1996,1996,1,74,5,55,150,71,79,1,91,othliab
16799,Wayne Mut Ins Co,1996,1997,2,45,10,27,150,71,79,1,91,othliab
16799,Wayne Mut Ins Co,1997,1997,1,55,4,38,151,59,92,1,91,othliab
16888,Bedford Grange Mut Ins Co,1988,1988,1,0,0,0,0,0,0,1,0,othliab
16888,Bedford Grange Mut Ins Co,1988,1989,2,0,0,0,0,0,0,1,0,othliab
16888,Bedford Grange Mut Ins Co,1988,1990,3,0,0,0,0,0,0,1,0,othliab
16888,Bedford Grange Mut Ins Co,1988,1991,4,0,0,0,0,0,0,1,0,othliab
16888,Bedford Grange Mut Ins Co,1988,1992,5,0,0,0,0,0,0,1,0,othliab
16888,Bedford Grange Mut Ins Co,1988,1993,6,0,0,0,0,0,0,1,0,othliab
16888,Bedford Grange Mut Ins Co,1988,1994,7,0,0,0,0,0,0,1,0,othliab
16888,Bedford Grange Mut Ins Co,1988,1995,8,0,0,0,0,0,0,1,0,othliab
16888,Bedford Grange Mut Ins Co,1988,1996,9,0,0,0,0,0,0,1,0,othliab
16888,Bedford Grange Mut Ins Co,1988,1997,10,0,0,0,0,0,0,1,0,othliab
16888,Bedford Grange Mut Ins Co,1989,1989,1,0,0,0,0,0,0,1,0,othliab
16888,Bedford Grange Mut Ins Co,1989,1990,2,0,0,0,0,0,0,1,0,othliab
16888,Bedford Grange Mut Ins Co,1989,1991,3,0,0,0,0,0,0,1,0,othliab
16888,Bedford Grange Mut Ins Co,1989,1992,4,0,0,0,0,0,0,1,0,othliab
16888,Bedford Grange Mut Ins Co,1989,1993,5,0,0,0,0,0,0,1,0,othliab
16888,Bedford Grange Mut Ins Co,1989,1994,6,0,0,0,0,0,0,1,0,othliab
16888,Bedford Grange Mut Ins Co,1989,1995,7,0,0,0,0,0,0,1,0,othliab
16888,Bedford Grange Mut Ins Co,1989,1996,8,0,0,0,0,0,0,1,0,othliab
16888,Bedford Grange Mut Ins Co,1989,1997,9,0,0,0,0,0,0,1,0,othliab
16888,Bedford Grange Mut Ins Co,1990,1990,1,0,0,0,0,0,0,1,0,othliab
16888,Bedford Grange Mut Ins Co,1990,1991,2,0,0,0,0,0,0,1,0,othliab
16888,Bedford Grange Mut Ins Co,1990,1992,3,0,0,0,0,0,0,1,0,othliab
16888,Bedford Grange Mut Ins Co,1990,1993,4,0,0,0,0,0,0,1,0,othliab
16888,Bedford Grange Mut Ins Co,1990,1994,5,0,0,0,0,0,0,1,0,othliab
16888,Bedford Grange Mut Ins Co,1990,1995,6,0,0,0,0,0,0,1,0,othliab
16888,Bedford Grange Mut Ins Co,1990,1996,7,0,0,0,0,0,0,1,0,othliab
16888,Bedford Grange Mut Ins Co,1990,1997,8,0,0,0,0,0,0,1,0,othliab
16888,Bedford Grange Mut Ins Co,1991,1991,1,0,0,0,0,0,0,1,0,othliab
16888,Bedford Grange Mut Ins Co,1991,1992,2,0,0,0,0,0,0,1,0,othliab
16888,Bedford Grange Mut Ins Co,1991,1993,3,0,0,0,0,0,0,1,0,othliab
16888,Bedford Grange Mut Ins Co,1991,1994,4,0,0,0,0,0,0,1,0,othliab
16888,Bedford Grange Mut Ins Co,1991,1995,5,0,0,0,0,0,0,1,0,othliab
16888,Bedford Grange Mut Ins Co,1991,1996,6,0,0,0,0,0,0,1,0,othliab
16888,Bedford Grange Mut Ins Co,1991,1997,7,0,0,0,0,0,0,1,0,othliab
16888,Bedford Grange Mut Ins Co,1992,1992,1,0,0,0,0,0,0,1,0,othliab
16888,Bedford Grange Mut Ins Co,1992,1993,2,0,0,0,0,0,0,1,0,othliab
16888,Bedford Grange Mut Ins Co,1992,1994,3,0,0,0,0,0,0,1,0,othliab
16888,Bedford Grange Mut Ins Co,1992,1995,4,0,0,0,0,0,0,1,0,othliab
16888,Bedford Grange Mut Ins Co,1992,1996,5,0,0,0,0,0,0,1,0,othliab
16888,Bedford Grange Mut Ins Co,1992,1997,6,0,0,0,0,0,0,1,0,othliab
16888,Bedford Grange Mut Ins Co,1993,1993,1,0,0,0,0,0,0,1,0,othliab
16888,Bedford Grange Mut Ins Co,1993,1994,2,0,0,0,0,0,0,1,0,othliab
16888,Bedford Grange Mut Ins Co,1993,1995,3,0,0,0,0,0,0,1,0,othliab
16888,Bedford Grange Mut Ins Co,1993,1996,4,0,0,0,0,0,0,1,0,othliab
16888,Bedford Grange Mut Ins Co,1993,1997,5,0,0,0,0,0,0,1,0,othliab
16888,Bedford Grange Mut Ins Co,1994,1994,1,0,0,0,5,0,5,1,0,othliab
16888,Bedford Grange Mut Ins Co,1994,1995,2,0,0,0,5,0,5,1,0,othliab
16888,Bedford Grange Mut Ins Co,1994,1996,3,0,0,0,5,0,5,1,0,othliab
16888,Bedford Grange Mut Ins Co,1994,1997,4,0,0,0,5,0,5,1,0,othliab
16888,Bedford Grange Mut Ins Co,1995,1995,1,20,15,0,26,7,19,1,0,othliab
16888,Bedford Grange Mut Ins Co,1995,1996,2,15,15,0,26,7,19,1,0,othliab
16888,Bedford Grange Mut Ins Co,1995,1997,3,15,15,0,26,7,19,1,0,othliab
16888,Bedford Grange Mut Ins Co,1996,1996,1,4,3,0,12,1,11,1,0,othliab
16888,Bedford Grange Mut Ins Co,1996,1997,2,3,3,0,12,1,11,1,0,othliab
16888,Bedford Grange Mut Ins Co,1997,1997,1,0,0,0,14,12,2,1,0,othliab
16985,Conemaugh Valley Mut Ins Co,1988,1988,1,11,1,7,42,22,20,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1988,1989,2,15,3,5,42,22,20,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1988,1990,3,24,20,3,42,22,20,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1988,1991,4,21,20,0,42,22,20,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1988,1992,5,22,20,1,42,22,20,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1988,1993,6,21,21,0,42,22,20,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1988,1994,7,21,21,0,42,22,20,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1988,1995,8,21,21,0,42,22,20,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1988,1996,9,21,21,0,42,22,20,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1988,1997,10,21,21,0,42,22,20,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1989,1989,1,17,1,16,42,20,22,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1989,1990,2,10,2,7,42,20,22,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1989,1991,3,4,3,0,42,20,22,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1989,1992,4,6,4,1,42,20,22,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1989,1993,5,4,4,0,42,20,22,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1989,1994,6,4,4,0,42,20,22,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1989,1995,7,4,4,0,42,20,22,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1989,1996,8,4,4,0,42,20,22,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1989,1997,9,4,4,0,42,20,22,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1990,1990,1,10,0,9,40,18,22,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1990,1991,2,7,1,5,40,18,22,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1990,1992,3,1,1,0,40,18,22,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1990,1993,4,3,1,0,40,18,22,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1990,1994,5,1,1,0,40,18,22,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1990,1995,6,1,1,0,40,18,22,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1990,1996,7,1,1,0,40,18,22,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1990,1997,8,1,1,0,40,18,22,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1991,1991,1,44,2,18,39,23,16,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1991,1992,2,63,3,16,39,23,16,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1991,1993,3,43,23,0,39,23,16,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1991,1994,4,41,41,0,39,23,16,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1991,1995,5,41,41,0,39,23,16,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1991,1996,6,41,41,0,39,23,16,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1991,1997,7,41,41,0,39,23,16,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1992,1992,1,14,2,11,43,28,15,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1992,1993,2,13,3,10,43,28,15,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1992,1994,3,9,3,6,43,28,15,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1992,1995,4,7,3,0,43,28,15,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1992,1996,5,6,6,0,43,28,15,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1992,1997,6,6,6,0,43,28,15,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1993,1993,1,0,0,0,45,34,11,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1993,1994,2,7,0,7,45,34,11,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1993,1995,3,15,0,1,45,34,11,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1993,1996,4,19,3,0,45,34,11,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1993,1997,5,9,-5,0,45,34,11,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1994,1994,1,17,5,12,44,38,6,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1994,1995,2,9,6,1,44,38,6,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1994,1996,3,14,10,4,44,38,6,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1994,1997,4,10,10,0,44,38,6,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1995,1995,1,12,3,9,46,39,7,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1995,1996,2,19,3,4,46,39,7,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1995,1997,3,7,3,4,46,39,7,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1996,1996,1,16,0,16,46,39,7,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1996,1997,2,4,0,4,46,39,7,1,43,othliab
16985,Conemaugh Valley Mut Ins Co,1997,1997,1,27,8,17,44,37,7,1,43,othliab
17043,Everett Cash Mut Ins Co,1988,1988,1,62,8,35,180,33,147,1,430,othliab
17043,Everett Cash Mut Ins Co,1988,1989,2,53,10,39,180,33,147,1,430,othliab
17043,Everett Cash Mut Ins Co,1988,1990,3,58,17,24,180,33,147,1,430,othliab
17043,Everett Cash Mut Ins Co,1988,1991,4,73,18,16,180,33,147,1,430,othliab
17043,Everett Cash Mut Ins Co,1988,1992,5,81,22,11,180,33,147,1,430,othliab
17043,Everett Cash Mut Ins Co,1988,1993,6,52,34,2,180,33,147,1,430,othliab
17043,Everett Cash Mut Ins Co,1988,1994,7,34,34,0,180,33,147,1,430,othliab
17043,Everett Cash Mut Ins Co,1988,1995,8,34,34,0,180,33,147,1,430,othliab
17043,Everett Cash Mut Ins Co,1988,1996,9,34,34,0,180,33,147,1,430,othliab
17043,Everett Cash Mut Ins Co,1988,1997,10,34,34,0,180,33,147,1,430,othliab
17043,Everett Cash Mut Ins Co,1989,1989,1,92,2,73,176,30,146,1,430,othliab
17043,Everett Cash Mut Ins Co,1989,1990,2,69,14,36,176,30,146,1,430,othliab
17043,Everett Cash Mut Ins Co,1989,1991,3,59,24,23,176,30,146,1,430,othliab
17043,Everett Cash Mut Ins Co,1989,1992,4,37,26,3,176,30,146,1,430,othliab
17043,Everett Cash Mut Ins Co,1989,1993,5,30,22,2,176,30,146,1,430,othliab
17043,Everett Cash Mut Ins Co,1989,1994,6,22,22,0,176,30,146,1,430,othliab
17043,Everett Cash Mut Ins Co,1989,1995,7,22,22,0,176,30,146,1,430,othliab
17043,Everett Cash Mut Ins Co,1989,1996,8,22,22,0,176,30,146,1,430,othliab
17043,Everett Cash Mut Ins Co,1989,1997,9,22,22,0,176,30,146,1,430,othliab
17043,Everett Cash Mut Ins Co,1990,1990,1,80,1,68,189,41,148,1,430,othliab
17043,Everett Cash Mut Ins Co,1990,1991,2,56,6,35,189,41,148,1,430,othliab
17043,Everett Cash Mut Ins Co,1990,1992,3,91,12,56,189,41,148,1,430,othliab
17043,Everett Cash Mut Ins Co,1990,1993,4,30,5,5,189,41,148,1,430,othliab
17043,Everett Cash Mut Ins Co,1990,1994,5,5,5,0,189,41,148,1,430,othliab
17043,Everett Cash Mut Ins Co,1990,1995,6,5,5,0,189,41,148,1,430,othliab
17043,Everett Cash Mut Ins Co,1990,1996,7,5,5,0,189,41,148,1,430,othliab
17043,Everett Cash Mut Ins Co,1990,1997,8,5,5,0,189,41,148,1,430,othliab
17043,Everett Cash Mut Ins Co,1991,1991,1,119,-21,118,236,48,188,1,430,othliab
17043,Everett Cash Mut Ins Co,1991,1992,2,140,-14,78,236,48,188,1,430,othliab
17043,Everett Cash Mut Ins Co,1991,1993,3,220,-23,123,236,48,188,1,430,othliab
17043,Everett Cash Mut Ins Co,1991,1994,4,133,-2,63,236,48,188,1,430,othliab
17043,Everett Cash Mut Ins Co,1991,1995,5,183,8,108,236,48,188,1,430,othliab
17043,Everett Cash Mut Ins Co,1991,1996,6,84,12,14,236,48,188,1,430,othliab
17043,Everett Cash Mut Ins Co,1991,1997,7,75,12,4,236,48,188,1,430,othliab
17043,Everett Cash Mut Ins Co,1992,1992,1,117,9,88,235,57,178,1,430,othliab
17043,Everett Cash Mut Ins Co,1992,1993,2,127,21,68,235,57,178,1,430,othliab
17043,Everett Cash Mut Ins Co,1992,1994,3,135,23,96,235,57,178,1,430,othliab
17043,Everett Cash Mut Ins Co,1992,1995,4,42,23,4,235,57,178,1,430,othliab
17043,Everett Cash Mut Ins Co,1992,1996,5,42,23,4,235,57,178,1,430,othliab
17043,Everett Cash Mut Ins Co,1992,1997,6,54,23,4,235,57,178,1,430,othliab
17043,Everett Cash Mut Ins Co,1993,1993,1,151,-1,101,301,106,195,1,430,othliab
17043,Everett Cash Mut Ins Co,1993,1994,2,145,33,100,301,106,195,1,430,othliab
17043,Everett Cash Mut Ins Co,1993,1995,3,167,42,66,301,106,195,1,430,othliab
17043,Everett Cash Mut Ins Co,1993,1996,4,106,48,11,301,106,195,1,430,othliab
17043,Everett Cash Mut Ins Co,1993,1997,5,60,52,3,301,106,195,1,430,othliab
17043,Everett Cash Mut Ins Co,1994,1994,1,126,8,88,225,70,155,1,430,othliab
17043,Everett Cash Mut Ins Co,1994,1995,2,194,22,78,225,70,155,1,430,othliab
17043,Everett Cash Mut Ins Co,1994,1996,3,131,23,17,225,70,155,1,430,othliab
17043,Everett Cash Mut Ins Co,1994,1997,4,61,31,5,225,70,155,1,430,othliab
17043,Everett Cash Mut Ins Co,1995,1995,1,161,15,111,308,104,204,1,430,othliab
17043,Everett Cash Mut Ins Co,1995,1996,2,125,19,69,308,104,204,1,430,othliab
17043,Everett Cash Mut Ins Co,1995,1997,3,115,25,87,308,104,204,1,430,othliab
