118136858851,447447895,09/27/2022 08:21:20 AM,09/27/2022 08:26:15 AM,170.202.22.124,,,,,Less than once a month,At least once a day,Not at all,Less than once a month,Not at all,Not at all,Not at all,Not at all,,Basic stuff,Advanced,Not at all,Basic stuff,Not at all,Not at all,Not at all,Not at all,,Very much so,Very much so,Very much so,,,,Unsure,Unsure,Unsure,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Very much so,Very much so,Very much so,,,R,,,,,,,,,,,,,Not enough time,,,,,,,,,,,Credibility,,Excess loss analysis,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,,,,,,not applicable,,,,FCAS,61 or older,United States,,Insurance company,,200+,More than 20
118136858748,447447895,09/27/2022 08:21:35 AM,09/27/2022 08:26:05 AM,170.202.222.114,,,,,Not at all,At least once a day,Not at all,At least once a month,Not at all,Less than once a month,Not at all,At least once a month,,Not at all,Intermediate,Not at all,Basic stuff,Not at all,Basic stuff,Not at all,Basic stuff,,Very much so,Very much so,Unsure,,,,Unsure,Unsure,Unsure,Very much so,Very much so,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Somewhat,Somewhat,Unsure,Somewhat,Somewhat,Unsure,,,,Excel,,SAS,,,,,,Insufficient/inadequate staff,,,,Not enough time,No perceived benefit,,Insufficient/inadequate staff,,,Financial cost,Not enough time,,,,Credibility,Premium adjustment,Excess loss analysis,,,,,,,,,,,,,,No perceived benefit,,,,,ACAS,51-60 years old,United States,,Insurance company,,51-200,More than 20
118136858545,447447895,09/27/2022 08:23:26 AM,09/27/2022 08:25:46 AM,173.249.74.190,,,,,Not at all,At least once a day,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,Not at all,Expert,Advanced,Not at all,Not at all,Not at all,Not at all,Not at all,,Very much so,Very much so,Very much so,,,,Somewhat,Somewhat,Somewhat,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,,,,Excel,,,,,,,,,,,,Not enough time,,,,,,,Not enough time,,,,Credibility,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,,,,Not enough time,,,,,,FCAS,Up to 30 years old,United States,,Consulting Firm,,26-50,Between 5 and 10
118136858204,447447895,09/27/2022 08:21:54 AM,09/27/2022 08:25:18 AM,107.77.165.57,,,,,At least once a week,At least once a day,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,Basic stuff,Advanced,Not at all,Not at all,Not at all,Not at all,Not at all,Basic stuff,,Somewhat,Somewhat,Not at all,,,,Somewhat,Somewhat,Not at all,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,,C++,,,,,,,,,,,,,,,No perceived benefit,,,,,,,No perceived benefit,,,,,,,,,,,,,,,,,,,,,,,,FCAS,61 or older,United States,,Retired,,,More than 20
118136857889,447447895,09/27/2022 08:22:04 AM,09/27/2022 08:24:54 AM,168.149.137.202,,,,,At least once a month,At least once a day,Less than once a month,Less than once a month,Not at all,Less than once a month,At least once a week,At least once a day,,Intermediate,Expert,Advanced,Intermediate,Not at all,Basic stuff,Intermediate,Intermediate,,Very much so,Very much so,Somewhat,,,,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Very much so,Very much so,Very much so,@risk,,R,,,,Python,,,,,,,,Financial cost,,,,Insufficient/inadequate staff,,,,,,,"Linear regression, including GLMs",Credibility,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,,,Chain-ladder,Tree-based methods like random forests,Unsupervised learning methods like clustering or PCA,,,,,,Not enough time,,,,,,ACAS,51-60 years old,United States,,,,6-10,More than 20
118136857493,447447895,09/27/2022 08:20:54 AM,09/27/2022 08:24:21 AM,63.100.172.20,,,,,Less than once a month,At least once a day,Not at all,Not at all,Not at all,Not at all,At least once a week,At least once a week,,Not at all,Expert,Basic stuff,Not at all,Not at all,Not at all,Not at all,Basic stuff,,Somewhat,Somewhat,Somewhat,,,,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Very much so,Very much so,Very much so,Very much so,Very much so,Very much so,,R,R,,,,,,,SQL,,Insufficient/inadequate staff,,,,Not enough time,,,Insufficient/inadequate staff,,,,Not enough time,,,"Linear regression, including GLMs",Credibility,,Excess loss analysis,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,,,,,No perceived benefit,,,,,FCAS,41-50 years old,United States,,Insurance company,,51-200,More than 20
118136857256,447447895,09/27/2022 08:16:50 AM,09/27/2022 08:24:03 AM,162.136.192.1,,,,,Not at all,At least once a day,Not at all,Not at all,Not at all,Not at all,Not at all,At least once a month,,Not at all,Advanced,Not at all,Basic stuff,Not at all,Not at all,Basic stuff,Basic stuff,,Very much so,Somewhat,Somewhat,,,,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Somewhat,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Very much so,Very much so,Very much so,,,,Excel,,,,,,SQL,,,Lack of management support,,,Not enough time,,,,,,,,,"learning it first, see item 6.",,Credibility,Premium adjustment,Excess loss analysis,,,,,,,,,,,,,,No perceived benefit,lack of knowledge,,,,FCAS,51-60 years old,United States,,Insurance company,,51-200,More than 20
118136856547,447447895,09/27/2022 08:18:46 AM,09/27/2022 08:23:06 AM,50.83.86.55,,,,,Less than once a month,At least once a day,At least once a week,Not at all,At least once a week,At least once a week,At least once a month,At least once a week,,Intermediate,Expert,Intermediate,Basic stuff,Advanced,Advanced,Intermediate,Advanced,,Somewhat,Very much so,Somewhat,,,,Somewhat,Somewhat,Somewhat,Very much so,Very much so,Very much so,Very much so,Very much so,Very much so,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat,Somewhat,Somewhat,,"Cloud tools - AWS, Azure, GCP",R,Excel,Google Sheets,,Python,A data visualization tool like Tableau,,SQL,,,,,,Not enough time,,,,,,,,,,"Linear regression, including GLMs",Credibility,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,,,Chain-ladder,Tree-based methods like random forests,,,,,,,,,Solutions are uncommonly necessary,"Cloud Tech - AWS, Azure, GCP","Cloud Tech - AWS, Azure, GCP",,ACAS,31-40 years old,United States,,Other (please specify),SaaS Company,1-5,Between 10 and 15
118136855555,447447895,09/27/2022 08:13:39 AM,09/27/2022 08:22:29 AM,223.24.156.217,,,,,Not at all,At least once a day,Not at all,At least once a day,Not at all,Not at all,Not at all,Not at all,,Not at all,Expert,Not at all,Advanced,Not at all,Not at all,Not at all,Intermediate,,Very much so,Very much so,Very much so,,,,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Unsure,Unsure,Unsure,Somewhat,Unsure,Unsure,Unsure,Unsure,Unsure,Somewhat,Somewhat,Unsure,,,,,,,Python,,,SQL,Qlikview,,,,,,No perceived benefit,,,,,,Not enough time,No perceived benefit,,"Linear regression, including GLMs",,Premium adjustment,,,Bornhuetter-Ferguson,,,Chain-ladder,,,MLE,,,,,Not enough time,,Not intuitive to stakeholders,Nothing,,,None yet,31-40 years old,Asia,,Insurance company,,1-5,Between 5 and 10
118136856083,447447895,09/27/2022 08:20:42 AM,09/27/2022 08:22:27 AM,168.91.251.24,,,,,At least once a week,At least once a day,At least once a week,Not at all,Less than once a month,Less than once a month,Less than once a month,Not at all,,Advanced,Advanced,Advanced,Not at all,Not at all,Basic stuff,Not at all,Not at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Excel,,,,,,,,,,,,Not enough time,No perceived benefit,,,,,,,,,"Linear regression, including GLMs",Credibility,Premium adjustment,Excess loss analysis,"Bayesian analysis, and/or MCMC",Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,,,,,,,,,,,,,,,ACAS,Up to 30 years old,United States,,Insurance company,,200+,Less than 5
118136855770,447447895,09/27/2022 08:17:18 AM,09/27/2022 08:22:01 AM,165.225.208.79,,,,,Less than once a month,At least once a day,Not at all,Not at all,Not at all,Less than once a month,At least once a month,At least once a month,,Not at all,Advanced,Intermediate,Not at all,Not at all,Not at all,Basic stuff,Basic stuff,,Very much so,Very much so,Somewhat,,,,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat,Somewhat,Somewhat,,,R,,,,,,A business intelligence dashboarding tool like Power BI,SQL,,,,,,Not enough time,,"managing role - more technical ""coding"" delegated",Insufficient/inadequate staff,,Lack of IT support,Financial cost,Not enough time,,,,Credibility,Premium adjustment,Excess loss analysis,"Bayesian analysis, and/or MCMC",Bornhuetter-Ferguson,,,Chain-ladder,,,,,,,,,No perceived benefit,,,,,FCAS,51-60 years old,United States,,Reinsurance company,,1-5,More than 20
118136855303,447447895,09/27/2022 08:15:55 AM,09/27/2022 08:21:23 AM,104.129.207.116,,,,,Less than once a month,At least once a day,At least once a month,Not at all,At least once a month,At least once a month,At least once a month,Less than once a month,,Intermediate,Expert,Advanced,Not at all,Intermediate,Intermediate,Intermediate,Basic stuff,,Somewhat,Somewhat,Unsure,,,,Somewhat,Somewhat,Unsure,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,,,,,,,,,,,"In P&C insurance there are vendor tools like MetaRisk, Emblem and many others that  support capital modeling, reserving and ratemaking. You couldn't really list them all here but for the most part they are all more useful than the tools listed above.",,,,,Python,,,SQL,,Insufficient/inadequate staff,,,,Not enough time,,,,,,,Not enough time,,,"Linear regression, including GLMs",,,,,Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",AI/deep learning,,Tree-based methods like random forests,,,,,,,,,Not my job.,,,,FCAS,41-50 years old,United States,,Insurance company,,26-50,More than 20
118136855096,447447895,09/27/2022 08:12:24 AM,09/27/2022 08:21:05 AM,136.226.75.12,,,,,Not at all,At least once a day,Not at all,At least once a month,At least once a month,Not at all,At least once a week,At least once a month,TM1,Not at all,Intermediate,Not at all,Intermediate,,Not at all,Basic stuff,Intermediate,TM1,Very much so,Very much so,Unsure,,,,Not at all,Not at all,Not at all,Somewhat,Somewhat,Unsure,Somewhat,Somewhat,Unsure,Not at all,Not at all,Not at all,Somewhat,Unsure,Unsure,Somewhat,Somewhat,Unsure,,,,,,,Python,,A business intelligence dashboarding tool like Power BI,,,Insufficient/inadequate staff,,Lack of IT support,,Not enough time,,,Insufficient/inadequate staff,,Lack of IT support,,Not enough time,,,"Linear regression, including GLMs",Credibility,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,,,,,,No perceived benefit,not familiar enough with them,,,,ACAS,41-50 years old,United States,,Insurance company,,200+,More than 20
118136854110,447447895,09/27/2022 08:05:02 AM,09/27/2022 08:19:42 AM,163.116.133.122,,,,,Not at all,At least once a day,Not at all,At least once a month,Not at all,Not at all,Not at all,At least once a month,,Not at all,Expert,Not at all,Intermediate,Not at all,Not at all,Not at all,Intermediate,,Very much so,,,,,,Not at all,,,Very much so,,,Unsure,,,Unsure,,,Unsure,,,Very much so,,,,,R,,,,,,,SQL,,,,,,Not enough time,,,,,,,Not enough time,,,,,Premium adjustment,Excess loss analysis,,,,,Chain-ladder,,,,,,,,Not enough time,,"Need to learn first.  Classes on modeling are more ""how to.""  They don't provide an in depth explanation of how the black box works, what formulas, etc.  Without that, it's hard to wrap my head around black box methods.",,"-Not a separate question, but the barriers in Q7 and Q9 don't include lack of knowledge as a reason not to implement/use.  -Preferred option to learn new technology.",A short seminar is a lot of info in a short time and then you go home and don't have time to practice so you forget.  It would be nice to have different levels of modeling classes that are maybe an hour a week over a longer period.,ACAS,41-50 years old,United States,,Insurance company,,11-25,More than 20
118136853507,447447895,09/27/2022 08:09:44 AM,09/27/2022 08:18:56 AM,69.25.204.134,,,,,At least once a month,At least once a day,Not at all,Not at all,Less than once a month,Less than once a month,Less than once a month,At least once a month,,Advanced,Expert,Basic stuff,Basic stuff,Intermediate,Intermediate,Basic stuff,Intermediate,,Very much so,Very much so,Unsure,,,,Unsure,Unsure,Unsure,Somewhat,Somewhat,Unsure,Very much so,Very much so,Unsure,Very much so,Very much so,Unsure,Somewhat,Somewhat,Unsure,Very much so,Very much so,Unsure,,"Azure ML, AWS or other cloud-based platforms for machine learning",R,,,,Python,A data visualization tool like Tableau,,,Azure ML,Insufficient/inadequate staff,,,,Not enough time,,,Insufficient/inadequate staff,,,Financial cost,Not enough time,,,"Linear regression, including GLMs",Credibility,,Excess loss analysis,,Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",AI/deep learning,Chain-ladder,Tree-based methods like random forests,Unsupervised learning methods like clustering or PCA,,Insufficient/inadequate staff,,,,Not enough time,,,"Azure ML, AWS or other cloud-based platforms for machine learning",,,FCAS,31-40 years old,United States,,Insurance company,,26-50,Between 10 and 15
118136853388,447447895,09/27/2022 08:06:45 AM,09/27/2022 08:18:46 AM,208.47.202.254,,,,,Not at all,,Not at all,Not at all,Not at all,Not at all,Not at all,Less than once a month,,Not at all,Expert,Basic stuff,Basic stuff,Not at all,Not at all,Not at all,Basic stuff,,Very much so,Very much so,Somewhat,,,,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,,,,,,,,,,,,,,,,,No perceived benefit,,,,,,,No perceived benefit,,,,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,,,,,No perceived benefit,,,,,ACAS,41-50 years old,United States,,Insurance company,,51-200,More than 20
118136852892,447447895,09/27/2022 08:06:58 AM,09/27/2022 08:18:39 AM,172.58.111.55,,,,,At least once a day,At least once a day,Not at all,Not at all,Not at all,Less than once a month,Not at all,At least once a day,,Advanced,Advanced,Basic stuff,Not at all,Not at all,Basic stuff,Not at all,Intermediate,,Somewhat,Somewhat,Not at all,,,,Not at all,Not at all,Not at all,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,The Arius's and ResQ's of the world.  They will make these survey results even more interesting.,R,,,,,A data visualization tool like Tableau,,,,,,,,,,"Actuarial exams.  The skill of learning to code is orthogonal to the skill of learning to pass actuarial exams.  There is virtually no overlap, and the financial incentives heavily tilt the scale towards rewarding you for learning to pass actuarial exams and ignoring you for learning to code (unless you've simultaneously also learned to pass actuarial exams).",Insufficient/inadequate staff,Lack of management support,Lack of IT support,,,No perceived benefit,,,,Premium adjustment,,,Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,,,Lack of IT support,,Not enough time,No perceived benefit,,"Git, it isn't new but no one seems to know it and they should.","Something along the lines of ""has a recent college grad left your company over frustrations with technology?""",,None yet,31-40 years old,United States,,Insurance company,,1-5,Between 5 and 10
118136852868,447447895,09/27/2022 08:14:31 AM,09/27/2022 08:18:03 AM,8.37.179.254,,,,,Not at all,At least once a day,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,Not at all,Advanced,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,Very much so,Very much so,Very much so,,,,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Very much so,Very much so,Very much so,,,R,Excel,,,,,,SQL,,,,,,Not enough time,,,,,,,Not enough time,,,,Credibility,,Excess loss analysis,,Bornhuetter-Ferguson,,,Chain-ladder,,,,Insufficient/inadequate staff,,,,,,,,,,ACAS,51-60 years old,United States,,Insurance company,,51-200,More than 20
118136852773,447447895,09/27/2022 08:07:45 AM,09/27/2022 08:17:55 AM,164.44.0.60,,,,,Less than once a month,At least once a day,Not at all,Less than once a month,Not at all,Not at all,At least once a month,At least once a week,"Radar, multiple times a week.",Basic stuff,Expert,Advanced,Basic stuff,Not at all,Not at all,Intermediate,Advanced,Radar - Intermediate,Very much so,Unsure,Unsure,,,,Somewhat,Unsure,Unsure,Somewhat,Unsure,Unsure,Somewhat,Unsure,Unsure,Somewhat,Unsure,Unsure,Somewhat,Unsure,Unsure,Very much so,Unsure,Unsure,Radar - Very Much So,,R,,,,Python,,,SQL,,,,,,Not enough time,,,Insufficient/inadequate staff,,,,Not enough time,,,,Credibility,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,,,Chain-ladder,,,,Insufficient/inadequate staff,,,,Not enough time,,,,,,FCAS,31-40 years old,United States,,Insurance company,,51-200,Between 5 and 10
118136852233,447447895,09/27/2022 08:15:09 AM,09/27/2022 08:17:13 AM,73.16.104.163,,,,,At least once a day,At least once a day,Not at all,At least once a day,At least once a day,At least once a week,Not at all,At least once a day,,Expert,Expert,Not at all,Intermediate,Basic stuff,Basic stuff,Not at all,Intermediate,,Not at all,Not at all,Not at all,,,,,,,,,,Very much so,Very much so,Very much so,,,,,,,,,,,,R,,,,Python,A data visualization tool like Tableau,,,,Insufficient/inadequate staff,,Lack of IT support,,Not enough time,,,Insufficient/inadequate staff,,Lack of IT support,,,,,"Linear regression, including GLMs",Credibility,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,,AI/deep learning,Chain-ladder,Tree-based methods like random forests,,,Insufficient/inadequate staff,,Lack of IT support,,Not enough time,,,,,,FCAS,31-40 years old,United States,,Insurance company,,51-200,Between 5 and 10
118136851786,447447895,09/27/2022 08:13:37 AM,09/27/2022 08:16:36 AM,165.225.9.1,,,,,Less than once a month,At least once a day,Less than once a month,Not at all,Not at all,At least once a month,Less than once a month,Not at all,,Basic stuff,Advanced,Intermediate,Not at all,Not at all,Intermediate,Not at all,Not at all,,Very much so,Very much so,Very much so,,,,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Unsure,Unsure,Unsure,,,,Excel,,,,A data visualization tool like Tableau,,,,,,,,Not enough time,,,,,,,Not enough time,,,"Linear regression, including GLMs",,Premium adjustment,,"Bayesian analysis, and/or MCMC",Bornhuetter-Ferguson,,,Chain-ladder,,,,,,,,Not enough time,No perceived benefit,,,,,ACAS,51-60 years old,United States,,Broker or (re)insurance intermediary,,51-200,More than 20
118136850941,447447895,09/27/2022 08:10:51 AM,09/27/2022 08:15:28 AM,68.47.119.253,,,,,Not at all,At least once a day,Less than once a month,Not at all,Not at all,Not at all,Not at all,Not at all,,Not at all,Expert,Advanced,Not at all,Not at all,Not at all,Not at all,Not at all,,Very much so,Very much so,Unsure,,,,Very much so,Very much so,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,,None that I can think of,,Excel,,,,,,,,,,,,Not enough time,,,,,,,Not enough time,No perceived benefit,,,Credibility,,Excess loss analysis,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,,,,,,Not appropriate given scope of work,None that I can think of,No,None,FCAS,51-60 years old,United States,,Consulting Firm,,1-5,More than 20
118136850894,447447895,09/27/2022 08:11:08 AM,09/27/2022 08:15:23 AM,207.228.157.134,,,,,Not at all,At least once a day,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,Not at all,Advanced,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,Very much so,Very much so,,,,,Unsure,,,Unsure,,,Unsure,,,Unsure,,,Unsure,,,Unsure,,,,VBA programming,,,,,,,,,,,,,,,,,,,,,,,,"Linear regression, including GLMs",Credibility,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,,,,,,,,,,No perceived benefit,,,,,FCAS,51-60 years old,Bermuda,,Reinsurance company,,6-10,More than 20
118136850610,447447895,09/27/2022 08:09:31 AM,09/27/2022 08:15:01 AM,165.225.38.236,,,,,Not at all,At least once a day,Less than once a month,At least once a month,Not at all,Not at all,Not at all,Not at all,,Not at all,Intermediate,Intermediate,Basic stuff,Not at all,Not at all,Basic stuff,Intermediate,,Very much so,Very much so,Very much so,,,,Not at all,Not at all,Not at all,Very much so,Very much so,Very much so,Very much so,Very much so,Very much so,Not at all,Not at all,Not at all,Somewhat,Somewhat,Somewhat,Very much so,Very much so,Very much so,,,R,Excel,,,Python,,,SQL,,,,,,Not enough time,,,,,,,,,,"Linear regression, including GLMs",,,,,,"Time series analysis, including claim trend analysis",,,,,,,Lack of management support,,,Not enough time,No perceived benefit,,,,,None yet,Up to 30 years old,United States,,Non-governmental insurance service organization,,51-200,Less than 5
118136850208,447447895,09/27/2022 08:09:12 AM,09/27/2022 08:14:27 AM,73.192.100.194,,,,,Not at all,At least once a week,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,"WhatsApp, GRAMMARLY",Not at all,Basic stuff,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,Somewhat,Somewhat,Somewhat,,,,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,,,,,,,,,,,,Insufficient/inadequate staff,Lack of management support,Lack of IT support,Financial cost,Not enough time,No perceived benefit,Career status,Insufficient/inadequate staff,Lack of management support,Lack of IT support,Financial cost,Not enough time,No perceived benefit,Career status,,,,,,,,,,,,,Insufficient/inadequate staff,Lack of management support,Lack of IT support,Financial cost,Not enough time,,Career status,"Machine learning, robotics",,,FCAS,Prefer not to say,Other (please specify),Prefer not to say,Other (please specify),Prefer not to say,200+,More than 20
118136848397,447447895,09/27/2022 08:01:58 AM,09/27/2022 08:14:07 AM,211.215.36.204,,,,,Not at all,At least once a day,Not at all,At least once a month,At least once a month,Not at all,Not at all,At least once a week,"ReMerrica, resQ",Basic stuff,Advanced,Not at all,Intermediate,Intermediate,Not at all,Not at all,Advanced,ReMerica Advanced resQ basic,Very much so,Very much so,Unsure,,,,,,,Not at all,Not at all,Not at all,Somewhat,Not at all,Somewhat,Not at all,Not at all,Not at all,,,,Not at all,Not at all,Not at all,,"Stochastic tools such as ReMerica, resQ",,,,,Python,,,,"ReMetrica, Metarisk",,,Lack of IT support,,Not enough time,,,,Lack of management support,,,Not enough time,No perceived benefit,,,Credibility,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,,,Chain-ladder,,,None,Insufficient/inadequate staff,,,,,No perceived benefit,None,None,No,None,ACAS,41-50 years old,Asia,,Insurance company,,1-5,Between 5 and 10
118136849812,447447895,09/27/2022 08:09:48 AM,09/27/2022 08:13:51 AM,65.82.137.120,,,,,Less than once a month,At least once a day,Not at all,Not at all,Not at all,Not at all,Not at all,At least once a month,,Basic stuff,Expert,Not at all,Basic stuff,Not at all,Not at all,Not at all,Basic stuff,,Somewhat,Very much so,Unsure,,,,Not at all,Not at all,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Not at all,Unsure,,,R,,,,,,,,,Insufficient/inadequate staff,,,,Not enough time,,,Insufficient/inadequate staff,,Lack of IT support,,Not enough time,,,,Credibility,Premium adjustment,,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,,,,Not enough time,No perceived benefit,,,,,FCAS,31-40 years old,United States,,Insurance company,,1-5,Between 10 and 15
118136849748,447447895,09/27/2022 08:09:27 AM,09/27/2022 08:13:47 AM,76.210.191.216,,,,,Not at all,At least once a day,At least once a week,Not at all,At least once a month,At least once a month,Not at all,At least once a day,,Basic stuff,Advanced,Intermediate,Not at all,Intermediate,Basic stuff,Not at all,Advanced,,Very much so,Very much so,Somewhat,,,,Not at all,Not at all,Not at all,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Very much so,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Very much so,,,,,,,Python,A data visualization tool like Tableau,,,,,,,,Not enough time,,,,,,,Not enough time,,,"Linear regression, including GLMs",Credibility,,,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,,,,,No perceived benefit,,Git,,,FCAS,31-40 years old,United States,,Insurance company,,6-10,Between 10 and 15
118136849729,447447895,09/27/2022 08:10:08 AM,09/27/2022 08:13:44 AM,134.238.149.151,,,,,Less than once a month,At least once a month,At least once a week,Less than once a month,At least once a day,Not at all,At least once a week,At least once a day,,Advanced,Expert,Expert,Advanced,Expert,Not at all,Basic stuff,Expert,,Somewhat,Very much so,Very much so,,,,Somewhat,Very much so,Very much so,Not at all,Unsure,Unsure,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Very much so,Very much so,Very much so,,,,,,,Python,,,SQL,,,,,,Not enough time,,,,Lack of management support,,,,,,"Linear regression, including GLMs",,,,,,,AI/deep learning,,Tree-based methods like random forests,,,,,,,Not enough time,No perceived benefit,,,,,FCAS,Up to 30 years old,Canada,,Insurance company,,200+,Between 5 and 10
118136849636,447447895,09/27/2022 08:06:14 AM,09/27/2022 08:13:36 AM,204.187.66.171,,,,,Less than once a month,At least once a day,Not at all,Not at all,Not at all,Less than once a month,Less than once a month,Not at all,,Basic stuff,Advanced,Not at all,Intermediate,Not at all,Intermediate,Basic stuff,Not at all,,Very much so,Very much so,Very much so,,,,Unsure,Unsure,Unsure,Somewhat,Very much so,Not at all,Unsure,Unsure,Unsure,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,,,R,Excel,,,,A data visualization tool like Tableau,A business intelligence dashboarding tool like Power BI,,,,,,,,No perceived benefit,,,,Lack of IT support,Financial cost,,,,,,,,,,"Time series analysis, including claim trend analysis",,,,,,,,Lack of IT support,,,,,,,,FCAS,51-60 years old,Canada,,Government or regulatory organization,,6-10,More than 20
118136849533,447447895,09/27/2022 07:30:51 AM,09/27/2022 08:13:25 AM,116.86.242.100,,,,,Not at all,At least once a day,At least once a week,Not at all,Not at all,Less than once a month,Less than once a month,Not at all,,Basic stuff,Expert,Expert,Basic stuff,Not at all,Intermediate,Intermediate,Basic stuff,,Somewhat,Very much so,Very much so,,,,Not at all,Somewhat,Very much so,Very much so,Not at all,Not at all,Somewhat,Not at all,Not at all,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Very much so,Not at all,Not at all,,,,,,,,A data visualization tool like Tableau,A business intelligence dashboarding tool like Power BI,,,Insufficient/inadequate staff,,,,Not enough time,,,Insufficient/inadequate staff,,,,Not enough time,,,"Linear regression, including GLMs",,,,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,,,,,,Not required by job scope,,,,None yet,31-40 years old,Asia,,Other (please specify),Audit firm,1-5,Between 10 and 15
118136849164,447447895,09/27/2022 08:09:53 AM,09/27/2022 08:12:52 AM,63.100.172.20,,,,,Not at all,At least once a day,Not at all,Not at all,Not at all,Not at all,Not at all,At least once a month,,Not at all,Advanced,Advanced,Intermediate,Not at all,Not at all,Not at all,Basic stuff,,Somewhat,Somewhat,Not at all,,,,Unsure,Unsure,Unsure,Unsure,Unsure,Somewhat,Unsure,Unsure,Very much so,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,,,,,,,,,,SQL,,,,,,Not enough time,No perceived benefit,,,,Lack of IT support,Financial cost,,,,,Credibility,,Excess loss analysis,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,,,,,No perceived benefit,,,,,FCAS,31-40 years old,United States,,Insurance company,,51-200,Between 10 and 15
